----------Creating Processes----------
Process: P0 	Size: 5 	Arrival Time: 54 	Run Time: 4 
Process: P47 	Size: 11 	Arrival Time: 2 	Run Time: 1 
Process: P48 	Size: 17 	Arrival Time: 40 	Run Time: 2 
Process: P49 	Size: 5 	Arrival Time: 3 	Run Time: 4 
Process: P50 	Size: 5 	Arrival Time: 34 	Run Time: 1 
Process: P51 	Size: 5 	Arrival Time: 11 	Run Time: 5 
Process: P52 	Size: 11 	Arrival Time: 54 	Run Time: 2 
Process: P53 	Size: 5 	Arrival Time: 50 	Run Time: 1 
Process: P54 	Size: 11 	Arrival Time: 19 	Run Time: 3 
Process: P55 	Size: 5 	Arrival Time: 0 	Run Time: 5 
Process: P56 	Size: 17 	Arrival Time: 42 	Run Time: 2 
Process: P57 	Size: 5 	Arrival Time: 35 	Run Time: 5 
Process: P58 	Size: 11 	Arrival Time: 29 	Run Time: 5 
Process: P59 	Size: 5 	Arrival Time: 22 	Run Time: 5 
Process: P60 	Size: 17 	Arrival Time: 30 	Run Time: 5 
Process: P61 	Size: 5 	Arrival Time: 42 	Run Time: 3 
Process: P62 	Size: 5 	Arrival Time: 19 	Run Time: 3 
Process: P63 	Size: 31 	Arrival Time: 43 	Run Time: 3 
Process: P64 	Size: 5 	Arrival Time: 20 	Run Time: 2 
Process: P65 	Size: 5 	Arrival Time: 41 	Run Time: 4 
Process: P66 	Size: 5 	Arrival Time: 55 	Run Time: 1 
Process: P67 	Size: 17 	Arrival Time: 23 	Run Time: 2 
Process: P68 	Size: 17 	Arrival Time: 16 	Run Time: 3 
Process: P69 	Size: 17 	Arrival Time: 52 	Run Time: 2 
Process: P70 	Size: 11 	Arrival Time: 6 	Run Time: 4 
Process: P71 	Size: 31 	Arrival Time: 42 	Run Time: 2 
Process: P72 	Size: 11 	Arrival Time: 26 	Run Time: 3 
Process: P73 	Size: 11 	Arrival Time: 45 	Run Time: 2 
Process: P74 	Size: 31 	Arrival Time: 50 	Run Time: 2 
Process: P75 	Size: 5 	Arrival Time: 22 	Run Time: 5 
Process: P76 	Size: 11 	Arrival Time: 22 	Run Time: 2 
Process: P77 	Size: 11 	Arrival Time: 32 	Run Time: 5 
Process: P78 	Size: 5 	Arrival Time: 38 	Run Time: 3 
Process: P79 	Size: 5 	Arrival Time: 28 	Run Time: 5 
Process: P80 	Size: 31 	Arrival Time: 50 	Run Time: 3 
Process: P81 	Size: 31 	Arrival Time: 25 	Run Time: 1 
Process: P82 	Size: 17 	Arrival Time: 18 	Run Time: 4 
Process: P83 	Size: 11 	Arrival Time: 15 	Run Time: 5 
Process: P84 	Size: 31 	Arrival Time: 14 	Run Time: 5 
Process: P85 	Size: 11 	Arrival Time: 26 	Run Time: 4 
Process: P86 	Size: 11 	Arrival Time: 52 	Run Time: 1 
Process: P87 	Size: 31 	Arrival Time: 13 	Run Time: 1 
Process: P88 	Size: 11 	Arrival Time: 57 	Run Time: 4 
Process: P89 	Size: 17 	Arrival Time: 25 	Run Time: 5 
Process: P90 	Size: 5 	Arrival Time: 52 	Run Time: 2 
Process: P91 	Size: 31 	Arrival Time: 48 	Run Time: 2 
Process: P92 	Size: 11 	Arrival Time: 46 	Run Time: 3 
Process: P93 	Size: 17 	Arrival Time: 59 	Run Time: 3 
Process: P94 	Size: 5 	Arrival Time: 18 	Run Time: 3 
Process: P95 	Size: 5 	Arrival Time: 56 	Run Time: 4 
Process: P96 	Size: 17 	Arrival Time: 33 	Run Time: 3 
Process: P97 	Size: 17 	Arrival Time: 48 	Run Time: 1 
Process: P98 	Size: 31 	Arrival Time: 5 	Run Time: 5 
Process: P99 	Size: 31 	Arrival Time: 48 	Run Time: 1 
Process: P100 	Size: 31 	Arrival Time: 24 	Run Time: 5 
Process: P101 	Size: 11 	Arrival Time: 15 	Run Time: 5 
Process: P102 	Size: 5 	Arrival Time: 57 	Run Time: 4 
Process: P103 	Size: 17 	Arrival Time: 39 	Run Time: 3 
Process: P104 	Size: 5 	Arrival Time: 15 	Run Time: 2 
Process: P105 	Size: 5 	Arrival Time: 35 	Run Time: 3 
Process: P106 	Size: 17 	Arrival Time: 45 	Run Time: 3 
Process: P107 	Size: 11 	Arrival Time: 7 	Run Time: 3 
Process: P108 	Size: 5 	Arrival Time: 15 	Run Time: 4 
Process: P109 	Size: 11 	Arrival Time: 46 	Run Time: 4 
Process: P110 	Size: 31 	Arrival Time: 53 	Run Time: 3 
Process: P111 	Size: 11 	Arrival Time: 26 	Run Time: 3 
Process: P112 	Size: 5 	Arrival Time: 42 	Run Time: 2 
Process: P113 	Size: 11 	Arrival Time: 1 	Run Time: 1 
Process: P114 	Size: 11 	Arrival Time: 37 	Run Time: 1 
Process: P115 	Size: 5 	Arrival Time: 45 	Run Time: 3 
Process: P116 	Size: 31 	Arrival Time: 35 	Run Time: 5 
Process: P117 	Size: 31 	Arrival Time: 8 	Run Time: 3 
Process: P118 	Size: 5 	Arrival Time: 37 	Run Time: 3 
Process: P119 	Size: 17 	Arrival Time: 42 	Run Time: 4 
Process: P120 	Size: 5 	Arrival Time: 57 	Run Time: 4 
Process: P121 	Size: 17 	Arrival Time: 58 	Run Time: 5 
Process: P122 	Size: 31 	Arrival Time: 34 	Run Time: 4 
Process: P123 	Size: 17 	Arrival Time: 23 	Run Time: 5 
Process: P124 	Size: 31 	Arrival Time: 25 	Run Time: 2 
Process: P125 	Size: 5 	Arrival Time: 49 	Run Time: 4 
Process: P126 	Size: 31 	Arrival Time: 41 	Run Time: 5 
Process: P127 	Size: 5 	Arrival Time: 16 	Run Time: 5 
Process: P128 	Size: 5 	Arrival Time: 24 	Run Time: 2 
Process: P129 	Size: 31 	Arrival Time: 10 	Run Time: 1 
Process: P130 	Size: 5 	Arrival Time: 14 	Run Time: 3 
Process: P131 	Size: 17 	Arrival Time: 52 	Run Time: 2 
Process: P132 	Size: 17 	Arrival Time: 20 	Run Time: 3 
Process: P133 	Size: 5 	Arrival Time: 34 	Run Time: 2 
Process: P134 	Size: 5 	Arrival Time: 57 	Run Time: 2 
Process: P135 	Size: 5 	Arrival Time: 1 	Run Time: 1 
Process: P136 	Size: 17 	Arrival Time: 13 	Run Time: 4 
Process: P137 	Size: 31 	Arrival Time: 1 	Run Time: 1 
Process: P138 	Size: 5 	Arrival Time: 41 	Run Time: 5 
Process: P139 	Size: 31 	Arrival Time: 28 	Run Time: 1 
Process: P140 	Size: 31 	Arrival Time: 0 	Run Time: 2 
Process: P141 	Size: 11 	Arrival Time: 10 	Run Time: 2 
Process: P142 	Size: 11 	Arrival Time: 16 	Run Time: 2 
Process: P143 	Size: 31 	Arrival Time: 52 	Run Time: 3 
Process: P144 	Size: 11 	Arrival Time: 16 	Run Time: 5 
Process: P145 	Size: 5 	Arrival Time: 49 	Run Time: 4 
Process: P146 	Size: 11 	Arrival Time: 7 	Run Time: 4 
Process: P147 	Size: 17 	Arrival Time: 54 	Run Time: 5 
Process: P148 	Size: 5 	Arrival Time: 2 	Run Time: 1 
Process: P149 	Size: 31 	Arrival Time: 17 	Run Time: 1 
----------Processes Created----------
----------Beginning FIFO Paging Algorithm----------
Memory-map: ....................................................................................................
[0:00.0] Process: P55, Enter, Size: 5, Service Duration: 5
Memory-map: P55...................................................................................................
[0:00.1] Process: P55, Page Referenced: 1, Page-in-memory: 1, Process Evicted: -1
[0:00.1] Process: P140, Enter, Size: 31, Service Duration: 2
Memory-map: P140P55..................................................................................................
[0:00.2] Process: P55, Page Referenced: 4, Page-in-memory: 2, Process Evicted: -1
[0:00.2] Process: P140, Page Referenced: 30, Page-in-memory: 3, Process Evicted: -1
[0:00.3] Process: P55, Page Referenced: 5, Page-in-memory: 4, Process Evicted: -1
[0:00.3] Process: P140, Page Referenced: 30, Page-in-memory: 3
[0:00.4] Process: P55, Page Referenced: 6, Page-in-memory: 5, Process Evicted: -1
[0:00.4] Process: P140, Page Referenced: 10, Page-in-memory: 6, Process Evicted: -1
[0:00.5] Process: P55, Page Referenced: 0, Page-in-memory: 0
[0:00.5] Process: P140, Page Referenced: 10, Page-in-memory: 6
[0:00.6] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:00.6] Process: P140, Page Referenced: 9, Page-in-memory: 7, Process Evicted: -1
[0:00.7] Process: P55, Page Referenced: 3, Page-in-memory: 8, Process Evicted: -1
[0:00.7] Process: P140, Page Referenced: 10, Page-in-memory: 6
[0:00.8] Process: P55, Page Referenced: 1, Page-in-memory: 1
[0:00.8] Process: P140, Page Referenced: 3, Page-in-memory: 9, Process Evicted: -1
[0:00.9] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:00.9] Process: P140, Page Referenced: 2, Page-in-memory: 10, Process Evicted: -1
[0:01.0] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:01.0] Process: P140, Page Referenced: 3, Page-in-memory: 9
[0:01.0] Process: P113, Enter, Size: 11, Service Duration: 1
Memory-map: P113P55P55P140P55P55P140P140P55P140P140.........................................................................................
[0:01.1] Process: P55, Page Referenced: 2, Page-in-memory: 11, Process Evicted: -1
[0:01.1] Process: P140, Page Referenced: 3, Page-in-memory: 9
[0:01.1] Process: P113, Page Referenced: 9, Page-in-memory: 12, Process Evicted: -1
[0:01.1] Process: P135, Enter, Size: 5, Service Duration: 1
Memory-map: P135P55P55P140P55P55P140P140P55P140P140P55P113.......................................................................................
[0:01.2] Process: P55, Page Referenced: 3, Page-in-memory: 8
[0:01.2] Process: P140, Page Referenced: 19, Page-in-memory: 13, Process Evicted: -1
[0:01.2] Process: P113, Page Referenced: 8, Page-in-memory: 14, Process Evicted: -1
[0:01.2] Process: P135, Page Referenced: 2, Page-in-memory: 15, Process Evicted: -1
[0:01.2] Process: P137, Enter, Size: 31, Service Duration: 1
Memory-map: P137P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135....................................................................................
[0:01.3] Process: P55, Page Referenced: 3, Page-in-memory: 8
[0:01.3] Process: P140, Page Referenced: 19, Page-in-memory: 13
[0:01.3] Process: P113, Page Referenced: 8, Page-in-memory: 14
[0:01.3] Process: P135, Page Referenced: 2, Page-in-memory: 15
[0:01.3] Process: P137, Page Referenced: 0, Page-in-memory: 0
[0:01.4] Process: P55, Page Referenced: 1, Page-in-memory: 1
[0:01.4] Process: P140, Page Referenced: 18, Page-in-memory: 16, Process Evicted: -1
[0:01.4] Process: P113, Page Referenced: 9, Page-in-memory: 12
[0:01.4] Process: P135, Page Referenced: 0, Page-in-memory: 0
[0:01.4] Process: P137, Page Referenced: 0, Page-in-memory: 0
[0:01.5] Process: P55, Page Referenced: 1, Page-in-memory: 1
[0:01.5] Process: P140, Page Referenced: 15, Page-in-memory: 17, Process Evicted: -1
[0:01.5] Process: P113, Page Referenced: 8, Page-in-memory: 14
[0:01.5] Process: P135, Page Referenced: 1, Page-in-memory: 18, Process Evicted: -1
[0:01.5] Process: P137, Page Referenced: 12, Page-in-memory: 19, Process Evicted: -1
[0:01.6] Process: P55, Page Referenced: 0, Page-in-memory: 0
[0:01.6] Process: P140, Page Referenced: 15, Page-in-memory: 17
[0:01.6] Process: P113, Page Referenced: 2, Page-in-memory: 20, Process Evicted: -1
[0:01.6] Process: P135, Page Referenced: 2, Page-in-memory: 15
[0:01.6] Process: P137, Page Referenced: 12, Page-in-memory: 19
[0:01.7] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:01.7] Process: P140, Page Referenced: 14, Page-in-memory: 21, Process Evicted: -1
[0:01.7] Process: P113, Page Referenced: 3, Page-in-memory: 22, Process Evicted: -1
[0:01.7] Process: P135, Page Referenced: 0, Page-in-memory: 0
[0:01.7] Process: P137, Page Referenced: 13, Page-in-memory: 23, Process Evicted: -1
[0:01.8] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:01.8] Process: P140, Page Referenced: 15, Page-in-memory: 17
[0:01.8] Process: P113, Page Referenced: 0, Page-in-memory: 0
[0:01.8] Process: P135, Page Referenced: 3, Page-in-memory: 24, Process Evicted: -1
[0:01.8] Process: P137, Page Referenced: 12, Page-in-memory: 19
[0:01.9] Process: P55, Page Referenced: 5, Page-in-memory: 4
[0:01.9] Process: P140, Page Referenced: 15, Page-in-memory: 17
[0:01.9] Process: P113, Page Referenced: 10, Page-in-memory: 25, Process Evicted: -1
[0:01.9] Process: P135, Page Referenced: 1, Page-in-memory: 18
[0:01.9] Process: P137, Page Referenced: 28, Page-in-memory: 26, Process Evicted: -1
[0:02.0] Process: P55, Page Referenced: 2, Page-in-memory: 11
[0:02.0] Process: P140, Page Referenced: 15, Page-in-memory: 17
[0:02.0] Process: P113, Page Referenced: 2, Page-in-memory: 20
[0:02.0] Process: P135, Page Referenced: 3, Page-in-memory: 24
[0:02.0] Process: P137, Page Referenced: 28, Page-in-memory: 26
[0:02.0] Process: P43, Enter, Size: 31, Service Duration: 2
Memory-map: P43P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137.........................................................................
[0:02.1] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:02.1] Process: P140, Page Referenced: 18, Page-in-memory: 16
[0:02.1] Process: P113, Exit, Size: 11, Service Duration: 1
Memory-map: P43P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137.........................................................................
[0:02.1] Process: P135, Page Referenced: 0, Page-in-memory: 0
[0:02.1] Process: P137, Page Referenced: 12, Page-in-memory: 19
[0:02.1] Process: P43, Page Referenced: 30, Page-in-memory: 27, Process Evicted: -1
[0:02.1] Process: P47, Enter, Size: 11, Service Duration: 1
Memory-map: P47P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43........................................................................
[0:02.2] Process: P55, Page Referenced: 0, Page-in-memory: 0
[0:02.2] Process: P140, Exit, Size: 31, Service Duration: 2
Memory-map: P47P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43........................................................................
[0:02.2] Process: P135, Exit, Size: 5, Service Duration: 1
Memory-map: P47P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43........................................................................
[0:02.2] Process: P137, Page Referenced: 3, Page-in-memory: 28, Process Evicted: -1
[0:02.2] Process: P43, Page Referenced: 31, Page-in-memory: 29, Process Evicted: -1
[0:02.2] Process: P47, Page Referenced: 0, Page-in-memory: 0
[0:02.2] Process: P148, Enter, Size: 5, Service Duration: 1
Memory-map: P148P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43......................................................................
[0:02.3] Process: P55, Page Referenced: 2, Page-in-memory: 11
[0:02.3] Process: P137, Exit, Size: 31, Service Duration: 1
Memory-map: P148P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43......................................................................
[0:02.3] Process: P43, Page Referenced: 31, Page-in-memory: 29
[0:02.3] Process: P47, Page Referenced: 3, Page-in-memory: 30, Process Evicted: -1
[0:02.3] Process: P148, Page Referenced: 1, Page-in-memory: 31, Process Evicted: -1
[0:02.4] Process: P55, Page Referenced: 3, Page-in-memory: 8
[0:02.4] Process: P43, Page Referenced: 31, Page-in-memory: 29
[0:02.4] Process: P47, Page Referenced: 4, Page-in-memory: 32, Process Evicted: -1
[0:02.4] Process: P148, Page Referenced: 0, Page-in-memory: 0
[0:02.5] Process: P55, Page Referenced: 3, Page-in-memory: 8
[0:02.5] Process: P43, Page Referenced: 19, Page-in-memory: 33, Process Evicted: -1
[0:02.5] Process: P47, Page Referenced: 0, Page-in-memory: 0
[0:02.5] Process: P148, Page Referenced: 4, Page-in-memory: 34, Process Evicted: -1
[0:02.6] Process: P55, Page Referenced: 2, Page-in-memory: 11
[0:02.6] Process: P43, Page Referenced: 20, Page-in-memory: 35, Process Evicted: -1
[0:02.6] Process: P47, Page Referenced: 10, Page-in-memory: 36, Process Evicted: -1
[0:02.6] Process: P148, Page Referenced: 5, Page-in-memory: 37, Process Evicted: -1
[0:02.7] Process: P55, Page Referenced: 2, Page-in-memory: 11
[0:02.7] Process: P43, Page Referenced: 19, Page-in-memory: 33
[0:02.7] Process: P47, Page Referenced: 9, Page-in-memory: 38, Process Evicted: -1
[0:02.7] Process: P148, Page Referenced: 2, Page-in-memory: 39, Process Evicted: -1
[0:02.8] Process: P55, Page Referenced: 2, Page-in-memory: 11
[0:02.8] Process: P43, Page Referenced: 19, Page-in-memory: 33
[0:02.8] Process: P47, Page Referenced: 6, Page-in-memory: 40, Process Evicted: -1
[0:02.8] Process: P148, Page Referenced: 0, Page-in-memory: 0
[0:02.9] Process: P55, Page Referenced: 2, Page-in-memory: 11
[0:02.9] Process: P43, Page Referenced: 30, Page-in-memory: 27
[0:02.9] Process: P47, Page Referenced: 9, Page-in-memory: 38
[0:02.9] Process: P148, Page Referenced: 1, Page-in-memory: 31
[0:03.0] Process: P55, Page Referenced: 3, Page-in-memory: 8
[0:03.0] Process: P43, Page Referenced: 31, Page-in-memory: 29
[0:03.0] Process: P47, Page Referenced: 8, Page-in-memory: 41, Process Evicted: -1
[0:03.0] Process: P148, Page Referenced: 1, Page-in-memory: 31
[0:03.0] Process: P25, Enter, Size: 31, Service Duration: 1
Memory-map: P25P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43P47P148P47P43P148P43P47P148P47P148P47P47..........................................................
[0:03.1] Process: P55, Page Referenced: 3, Page-in-memory: 8
[0:03.1] Process: P43, Page Referenced: 30, Page-in-memory: 27
[0:03.1] Process: P47, Page Referenced: 9, Page-in-memory: 38
[0:03.1] Process: P148, Page Referenced: 0, Page-in-memory: 0
[0:03.1] Process: P25, Page Referenced: 18, Page-in-memory: 42, Process Evicted: -1
[0:03.1] Process: P49, Enter, Size: 5, Service Duration: 4
Memory-map: P49P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43P47P148P47P43P148P43P47P148P47P148P47P47P25.........................................................
[0:03.2] Process: P55, Page Referenced: 0, Page-in-memory: 0
[0:03.2] Process: P43, Page Referenced: 30, Page-in-memory: 27
[0:03.2] Process: P47, Exit, Size: 11, Service Duration: 1
Memory-map: P49P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43P47P148P47P43P148P43P47P148P47P148P47P47P25.........................................................
[0:03.2] Process: P148, Page Referenced: 3, Page-in-memory: 43, Process Evicted: -1
[0:03.2] Process: P25, Page Referenced: 24, Page-in-memory: 44, Process Evicted: -1
[0:03.2] Process: P49, Page Referenced: 0, Page-in-memory: 0
[0:03.3] Process: P55, Page Referenced: 1, Page-in-memory: 1
[0:03.3] Process: P43, Page Referenced: 30, Page-in-memory: 27
[0:03.3] Process: P148, Exit, Size: 5, Service Duration: 1
Memory-map: P49P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43P47P148P47P43P148P43P47P148P47P148P47P47P25P148P25.......................................................
[0:03.3] Process: P25, Page Referenced: 23, Page-in-memory: 45, Process Evicted: -1
[0:03.3] Process: P49, Page Referenced: 0, Page-in-memory: 0
[0:03.4] Process: P55, Page Referenced: 0, Page-in-memory: 0
[0:03.4] Process: P43, Page Referenced: 31, Page-in-memory: 29
[0:03.4] Process: P25, Page Referenced: 23, Page-in-memory: 45
[0:03.4] Process: P49, Page Referenced: 4, Page-in-memory: 46, Process Evicted: -1
[0:03.5] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:03.5] Process: P43, Page Referenced: 30, Page-in-memory: 27
[0:03.5] Process: P25, Page Referenced: 29, Page-in-memory: 47, Process Evicted: -1
[0:03.5] Process: P49, Page Referenced: 4, Page-in-memory: 46
[0:03.6] Process: P55, Page Referenced: 1, Page-in-memory: 1
[0:03.6] Process: P43, Page Referenced: 31, Page-in-memory: 29
[0:03.6] Process: P25, Page Referenced: 30, Page-in-memory: 48, Process Evicted: -1
[0:03.6] Process: P49, Page Referenced: 5, Page-in-memory: 49, Process Evicted: -1
[0:03.7] Process: P55, Page Referenced: 2, Page-in-memory: 11
[0:03.7] Process: P43, Page Referenced: 30, Page-in-memory: 27
[0:03.7] Process: P25, Page Referenced: 31, Page-in-memory: 50, Process Evicted: -1
[0:03.7] Process: P49, Page Referenced: 5, Page-in-memory: 49
[0:03.8] Process: P55, Page Referenced: 0, Page-in-memory: 0
[0:03.8] Process: P43, Page Referenced: 1, Page-in-memory: 51, Process Evicted: -1
[0:03.8] Process: P25, Page Referenced: 32, Page-in-memory: 52, Process Evicted: -1
[0:03.8] Process: P49, Page Referenced: 2, Page-in-memory: 53, Process Evicted: -1
[0:03.9] Process: P55, Page Referenced: 3, Page-in-memory: 8
[0:03.9] Process: P43, Page Referenced: 29, Page-in-memory: 54, Process Evicted: -1
[0:03.9] Process: P25, Page Referenced: 31, Page-in-memory: 50
[0:03.9] Process: P49, Page Referenced: 2, Page-in-memory: 53
[0:04.0] Process: P55, Page Referenced: 2, Page-in-memory: 11
[0:04.0] Process: P43, Page Referenced: 28, Page-in-memory: 55, Process Evicted: -1
[0:04.0] Process: P25, Page Referenced: 30, Page-in-memory: 48
[0:04.0] Process: P49, Page Referenced: 3, Page-in-memory: 56, Process Evicted: -1
[0:04.0] Process: P26, Enter, Size: 17, Service Duration: 1
Memory-map: P26P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43P47P148P47P43P148P43P47P148P47P148P47P47P25P148P25P25P49P25P25P49P25P43P25P49P43P43P49...........................................
[0:04.1] Process: P55, Page Referenced: 2, Page-in-memory: 11
[0:04.1] Process: P43, Exit, Size: 31, Service Duration: 2
Memory-map: P26P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43P47P148P47P43P148P43P47P148P47P148P47P47P25P148P25P25P49P25P25P49P25P43P25P49P43P43P49...........................................
[0:04.1] Process: P25, Exit, Size: 31, Service Duration: 1
Memory-map: P26P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43P47P148P47P43P148P43P47P148P47P148P47P47P25P148P25P25P49P25P25P49P25P43P25P49P43P43P49...........................................
[0:04.1] Process: P49, Page Referenced: 0, Page-in-memory: 0
[0:04.1] Process: P26, Page Referenced: 16, Page-in-memory: 57, Process Evicted: -1
[0:04.1] Process: P27, Enter, Size: 17, Service Duration: 1
Memory-map: P27P55P55P140P55P55P140P140P55P140P140P55P113P140P113P135P140P140P135P137P113P140P113P137P135P113P137P43P137P43P47P148P47P43P148P43P47P148P47P148P47P47P25P148P25P25P49P25P25P49P25P43P25P49P43P43P49P26..........................................
[0:04.2] Process: P55, Page Referenced: 3, Page-in-memory: 8
[0:04.2] Process: P49, Page Referenced: 1, Page-in-memory: 58, Process Evicted: -1
[0:04.2] Process: P26, Page Referenced: 7, Page-in-memory: 59, Process Evicted: -1
[0:04.2] Process: P27, Page Referenced: 1, Page-in-memory: 60, Process Evicted: -1
[0:04.3] Process: P55, Page Referenced: 0, Page-in-memory: 0
[0:04.3] Process: P49, Page Referenced: 0, Page-in-memory: 0
[0:04.3] Process: P26, Page Referenced: 6, Page-in-memory: 61, Process Evicted: -1
[0:04.3] Process: P27, Page Referenced: 14, Page-in-memory: 62, Process Evicted: -1
[0:04.4] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:04.4] Process: P49, Page Referenced: 4, Page-in-memory: 46
[0:04.4] Process: P26, Page Referenced: 12, Page-in-memory: 63, Process Evicted: -1
[0:04.4] Process: P27, Page Referenced: 16, Page-in-memory: 64, Process Evicted: -1
[0:04.5] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:04.5] Process: P49, Page Referenced: 4, Page-in-memory: 46
[0:04.5] Process: P26, Page Referenced: 12, Page-in-memory: 63
[0:04.5] Process: P27, Page Referenced: 15, Page-in-memory: 65, Process Evicted: -1
[0:04.6] Process: P55, Page Referenced: 4, Page-in-memory: 2
[0:04.6] Process: P49, Page Referenced: 1, Page-in-memory: 58
[0:04.6] Process: P26, Page Referenced: 9, Page-in-memory: 66, Process Evicted: -1
[0:04.6] Process: P27, Page Referenced: 15, Page-in-memory: 65
[0:04.7] Process: P55, Page Referenced: 5, Page-in-memory: 4
[0:04.7] Process: P49, Page Referenced: 0, Page-in-memory: 0
[0:04.7] Process: P26, Page Referenced: 6, Page-in-memory: 61
