----------Creating Processes----------
Process: P0 	Size: 31 	Arrival Time: 41 	Run Time: 1 
Process: P112 	Size: 31 	Arrival Time: 2 	Run Time: 4 
Process: P113 	Size: 5 	Arrival Time: 36 	Run Time: 5 
Process: P114 	Size: 5 	Arrival Time: 51 	Run Time: 5 
Process: P115 	Size: 17 	Arrival Time: 42 	Run Time: 5 
Process: P116 	Size: 17 	Arrival Time: 45 	Run Time: 5 
Process: P117 	Size: 11 	Arrival Time: 35 	Run Time: 5 
Process: P118 	Size: 11 	Arrival Time: 13 	Run Time: 2 
Process: P119 	Size: 5 	Arrival Time: 25 	Run Time: 2 
Process: P120 	Size: 17 	Arrival Time: 3 	Run Time: 1 
Process: P121 	Size: 17 	Arrival Time: 33 	Run Time: 2 
Process: P122 	Size: 5 	Arrival Time: 12 	Run Time: 4 
Process: P123 	Size: 31 	Arrival Time: 32 	Run Time: 2 
Process: P124 	Size: 5 	Arrival Time: 52 	Run Time: 3 
Process: P125 	Size: 31 	Arrival Time: 6 	Run Time: 2 
Process: P126 	Size: 11 	Arrival Time: 29 	Run Time: 3 
Process: P127 	Size: 11 	Arrival Time: 2 	Run Time: 3 
Process: P128 	Size: 17 	Arrival Time: 47 	Run Time: 3 
Process: P129 	Size: 11 	Arrival Time: 59 	Run Time: 1 
Process: P130 	Size: 31 	Arrival Time: 6 	Run Time: 1 
Process: P131 	Size: 5 	Arrival Time: 24 	Run Time: 4 
Process: P132 	Size: 31 	Arrival Time: 52 	Run Time: 3 
Process: P133 	Size: 31 	Arrival Time: 59 	Run Time: 5 
Process: P134 	Size: 5 	Arrival Time: 7 	Run Time: 4 
Process: P135 	Size: 31 	Arrival Time: 55 	Run Time: 5 
Process: P136 	Size: 11 	Arrival Time: 28 	Run Time: 4 
Process: P137 	Size: 5 	Arrival Time: 58 	Run Time: 3 
Process: P138 	Size: 17 	Arrival Time: 48 	Run Time: 3 
Process: P139 	Size: 11 	Arrival Time: 45 	Run Time: 4 
Process: P140 	Size: 17 	Arrival Time: 8 	Run Time: 5 
Process: P141 	Size: 17 	Arrival Time: 29 	Run Time: 4 
Process: P142 	Size: 31 	Arrival Time: 44 	Run Time: 4 
Process: P143 	Size: 5 	Arrival Time: 31 	Run Time: 3 
Process: P144 	Size: 11 	Arrival Time: 43 	Run Time: 3 
Process: P145 	Size: 17 	Arrival Time: 47 	Run Time: 3 
Process: P146 	Size: 17 	Arrival Time: 24 	Run Time: 3 
Process: P147 	Size: 17 	Arrival Time: 28 	Run Time: 1 
Process: P148 	Size: 11 	Arrival Time: 26 	Run Time: 5 
Process: P149 	Size: 31 	Arrival Time: 23 	Run Time: 2 
----------Processes Created----------
----------Beginning FIFO Paging Algorithm----------
Memory-map: ....................................................................................................
[0:00.0] Process: P14, Enter, Size: 31, Service Duration: 3
Memory-map: P14...................................................................................................
[0:00.1] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:00.1] Process: P88, Enter, Size: 5, Service Duration: 2
Memory-map: P88...................................................................................................
[0:00.2] Process: P14, Page Referenced: 23, Page-in-memory: 1, Process Evicted: -1
[0:00.2] Process: P88, Page Referenced: 4, Page-in-memory: 2, Process Evicted: -1
[0:00.2] Process: P89, Enter, Size: 17, Service Duration: 5
Memory-map: P89P14P88.................................................................................................
[0:00.3] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:00.3] Process: P88, Page Referenced: 0, Page-in-memory: 0
[0:00.3] Process: P89, Page Referenced: 16, Page-in-memory: 3, Process Evicted: -1
[0:00.4] Process: P14, Page Referenced: 1, Page-in-memory: 4, Process Evicted: -1
[0:00.4] Process: P88, Page Referenced: 1, Page-in-memory: 5, Process Evicted: -1
[0:00.4] Process: P89, Page Referenced: 15, Page-in-memory: 6, Process Evicted: -1
[0:00.5] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:00.5] Process: P88, Page Referenced: 2, Page-in-memory: 7, Process Evicted: -1
[0:00.5] Process: P89, Page Referenced: 0, Page-in-memory: 0
[0:00.6] Process: P14, Page Referenced: 1, Page-in-memory: 4
[0:00.6] Process: P88, Page Referenced: 2, Page-in-memory: 7
[0:00.6] Process: P89, Page Referenced: 0, Page-in-memory: 0
[0:00.7] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:00.7] Process: P88, Page Referenced: 0, Page-in-memory: 0
[0:00.7] Process: P89, Page Referenced: 9, Page-in-memory: 8, Process Evicted: -1
[0:00.8] Process: P14, Page Referenced: 30, Page-in-memory: 9, Process Evicted: -1
[0:00.8] Process: P88, Page Referenced: 0, Page-in-memory: 0
[0:00.8] Process: P89, Page Referenced: 8, Page-in-memory: 10, Process Evicted: -1
[0:00.9] Process: P14, Page Referenced: 29, Page-in-memory: 11, Process Evicted: -1
[0:00.9] Process: P88, Page Referenced: 0, Page-in-memory: 0
[0:00.9] Process: P89, Page Referenced: 7, Page-in-memory: 12, Process Evicted: -1
[0:01.0] Process: P14, Page Referenced: 5, Page-in-memory: 13, Process Evicted: -1
[0:01.0] Process: P88, Page Referenced: 4, Page-in-memory: 2
[0:01.0] Process: P89, Page Referenced: 7, Page-in-memory: 12
[0:01.0] Process: P27, Enter, Size: 11, Service Duration: 4
Memory-map: P27P14P88P89P14P88P89P88P89P14P89P14P89P14......................................................................................
[0:01.1] Process: P14, Page Referenced: 4, Page-in-memory: 14, Process Evicted: -1
[0:01.1] Process: P88, Page Referenced: 3, Page-in-memory: 15, Process Evicted: -1
[0:01.1] Process: P89, Page Referenced: 5, Page-in-memory: 16, Process Evicted: -1
[0:01.1] Process: P27, Page Referenced: 0, Page-in-memory: 0
[0:01.1] Process: P30, Enter, Size: 5, Service Duration: 4
Memory-map: P30P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89...................................................................................
[0:01.2] Process: P14, Page Referenced: 4, Page-in-memory: 14
[0:01.2] Process: P88, Page Referenced: 2, Page-in-memory: 7
[0:01.2] Process: P89, Page Referenced: 4, Page-in-memory: 17, Process Evicted: -1
[0:01.2] Process: P27, Page Referenced: 0, Page-in-memory: 0
[0:01.2] Process: P30, Page Referenced: 2, Page-in-memory: 18, Process Evicted: -1
[0:01.2] Process: P55, Enter, Size: 31, Service Duration: 4
Memory-map: P55P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30.................................................................................
[0:01.3] Process: P14, Page Referenced: 23, Page-in-memory: 1
[0:01.3] Process: P88, Page Referenced: 3, Page-in-memory: 15
[0:01.3] Process: P89, Page Referenced: 4, Page-in-memory: 17
[0:01.3] Process: P27, Page Referenced: 10, Page-in-memory: 19, Process Evicted: -1
[0:01.3] Process: P30, Page Referenced: 4, Page-in-memory: 20, Process Evicted: -1
[0:01.3] Process: P55, Page Referenced: 0, Page-in-memory: 0
[0:01.3] Process: P56, Enter, Size: 17, Service Duration: 5
Memory-map: P56P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30...............................................................................
[0:01.4] Process: P14, Page Referenced: 26, Page-in-memory: 21, Process Evicted: -1
[0:01.4] Process: P88, Page Referenced: 4, Page-in-memory: 2
[0:01.4] Process: P89, Page Referenced: 4, Page-in-memory: 17
[0:01.4] Process: P27, Page Referenced: 10, Page-in-memory: 19
[0:01.4] Process: P30, Page Referenced: 5, Page-in-memory: 22, Process Evicted: -1
[0:01.4] Process: P55, Page Referenced: 6, Page-in-memory: 23, Process Evicted: -1
[0:01.4] Process: P56, Page Referenced: 10, Page-in-memory: 24, Process Evicted: -1
[0:01.5] Process: P14, Page Referenced: 30, Page-in-memory: 9
[0:01.5] Process: P88, Page Referenced: 2, Page-in-memory: 7
[0:01.5] Process: P89, Page Referenced: 2, Page-in-memory: 25, Process Evicted: -1
[0:01.5] Process: P27, Page Referenced: 2, Page-in-memory: 26, Process Evicted: -1
[0:01.5] Process: P30, Page Referenced: 5, Page-in-memory: 22
[0:01.5] Process: P55, Page Referenced: 17, Page-in-memory: 27, Process Evicted: -1
[0:01.5] Process: P56, Page Referenced: 10, Page-in-memory: 24
[0:01.6] Process: P14, Page Referenced: 10, Page-in-memory: 28, Process Evicted: -1
[0:01.6] Process: P88, Page Referenced: 1, Page-in-memory: 5
[0:01.6] Process: P89, Page Referenced: 6, Page-in-memory: 29, Process Evicted: -1
[0:01.6] Process: P27, Page Referenced: 4, Page-in-memory: 30, Process Evicted: -1
[0:01.6] Process: P30, Page Referenced: 4, Page-in-memory: 20
[0:01.6] Process: P55, Page Referenced: 16, Page-in-memory: 31, Process Evicted: -1
[0:01.6] Process: P56, Page Referenced: 11, Page-in-memory: 32, Process Evicted: -1
[0:01.7] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:01.7] Process: P88, Page Referenced: 2, Page-in-memory: 7
[0:01.7] Process: P89, Page Referenced: 7, Page-in-memory: 12
[0:01.7] Process: P27, Page Referenced: 5, Page-in-memory: 33, Process Evicted: -1
[0:01.7] Process: P30, Page Referenced: 5, Page-in-memory: 22
[0:01.7] Process: P55, Page Referenced: 16, Page-in-memory: 31
[0:01.7] Process: P56, Page Referenced: 10, Page-in-memory: 24
[0:01.8] Process: P14, Page Referenced: 1, Page-in-memory: 4
[0:01.8] Process: P88, Page Referenced: 2, Page-in-memory: 7
[0:01.8] Process: P89, Page Referenced: 6, Page-in-memory: 29
[0:01.8] Process: P27, Page Referenced: 7, Page-in-memory: 34, Process Evicted: -1
[0:01.8] Process: P30, Page Referenced: 6, Page-in-memory: 35, Process Evicted: -1
[0:01.8] Process: P55, Page Referenced: 28, Page-in-memory: 36, Process Evicted: -1
[0:01.8] Process: P56, Page Referenced: 11, Page-in-memory: 32
[0:01.9] Process: P14, Page Referenced: 2, Page-in-memory: 37, Process Evicted: -1
[0:01.9] Process: P88, Page Referenced: 2, Page-in-memory: 7
[0:01.9] Process: P89, Page Referenced: 0, Page-in-memory: 0
[0:01.9] Process: P27, Page Referenced: 6, Page-in-memory: 38, Process Evicted: -1
[0:01.9] Process: P30, Page Referenced: 5, Page-in-memory: 22
[0:01.9] Process: P55, Page Referenced: 27, Page-in-memory: 39, Process Evicted: -1
[0:01.9] Process: P56, Page Referenced: 8, Page-in-memory: 40, Process Evicted: -1
[0:02.0] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:02.0] Process: P88, Page Referenced: 3, Page-in-memory: 15
[0:02.0] Process: P89, Page Referenced: 0, Page-in-memory: 0
[0:02.0] Process: P27, Page Referenced: 7, Page-in-memory: 34
[0:02.0] Process: P30, Page Referenced: 4, Page-in-memory: 20
[0:02.0] Process: P55, Page Referenced: 15, Page-in-memory: 41, Process Evicted: -1
[0:02.0] Process: P56, Page Referenced: 8, Page-in-memory: 40
[0:02.0] Process: P19, Enter, Size: 5, Service Duration: 3
Memory-map: P19P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30P14P30P55P56P89P27P55P14P89P27P55P56P27P27P30P55P14P27P55P56P55..........................................................
[0:02.1] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:02.1] Process: P88, Page Referenced: 1, Page-in-memory: 5
[0:02.1] Process: P89, Page Referenced: 1, Page-in-memory: 42, Process Evicted: -1
[0:02.1] Process: P27, Page Referenced: 9, Page-in-memory: 43, Process Evicted: -1
[0:02.1] Process: P30, Page Referenced: 5, Page-in-memory: 22
[0:02.1] Process: P55, Page Referenced: 14, Page-in-memory: 44, Process Evicted: -1
[0:02.1] Process: P56, Page Referenced: 16, Page-in-memory: 45, Process Evicted: -1
[0:02.1] Process: P19, Page Referenced: 0, Page-in-memory: 0
[0:02.1] Process: P38, Enter, Size: 5, Service Duration: 2
Memory-map: P38P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30P14P30P55P56P89P27P55P14P89P27P55P56P27P27P30P55P14P27P55P56P55P89P27P55P56......................................................
[0:02.2] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:02.2] Process: P88, Exit, Size: 5, Service Duration: 2
Memory-map: P38P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30P14P30P55P56P89P27P55P14P89P27P55P56P27P27P30P55P14P27P55P56P55P89P27P55P56......................................................
[0:02.2] Process: P89, Page Referenced: 0, Page-in-memory: 0
[0:02.2] Process: P27, Page Referenced: 9, Page-in-memory: 43
[0:02.2] Process: P30, Page Referenced: 1, Page-in-memory: 46, Process Evicted: -1
[0:02.2] Process: P55, Page Referenced: 13, Page-in-memory: 47, Process Evicted: -1
[0:02.2] Process: P56, Page Referenced: 8, Page-in-memory: 40
[0:02.2] Process: P19, Page Referenced: 4, Page-in-memory: 48, Process Evicted: -1
[0:02.2] Process: P38, Page Referenced: 3, Page-in-memory: 49, Process Evicted: -1
[0:02.2] Process: P67, Enter, Size: 17, Service Duration: 3
Memory-map: P67P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30P14P30P55P56P89P27P55P14P89P27P55P56P27P27P30P55P14P27P55P56P55P89P27P55P56P30P55P19P38..................................................
[0:02.3] Process: P14, Page Referenced: 30, Page-in-memory: 9
[0:02.3] Process: P89, Page Referenced: 3, Page-in-memory: 50, Process Evicted: -1
[0:02.3] Process: P27, Page Referenced: 5, Page-in-memory: 33
[0:02.3] Process: P30, Page Referenced: 2, Page-in-memory: 18
[0:02.3] Process: P55, Page Referenced: 1, Page-in-memory: 51, Process Evicted: -1
[0:02.3] Process: P56, Page Referenced: 5, Page-in-memory: 52, Process Evicted: -1
[0:02.3] Process: P19, Page Referenced: 2, Page-in-memory: 53, Process Evicted: -1
[0:02.3] Process: P38, Page Referenced: 2, Page-in-memory: 54, Process Evicted: -1
[0:02.3] Process: P67, Page Referenced: 16, Page-in-memory: 55, Process Evicted: -1
[0:02.3] Process: P77, Enter, Size: 11, Service Duration: 5
Memory-map: P77P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30P14P30P55P56P89P27P55P14P89P27P55P56P27P27P30P55P14P27P55P56P55P89P27P55P56P30P55P19P38P89P55P56P19P38P67............................................
[0:02.4] Process: P14, Page Referenced: 30, Page-in-memory: 9
[0:02.4] Process: P89, Page Referenced: 2, Page-in-memory: 25
[0:02.4] Process: P27, Page Referenced: 3, Page-in-memory: 56, Process Evicted: -1
[0:02.4] Process: P30, Page Referenced: 4, Page-in-memory: 20
[0:02.4] Process: P55, Page Referenced: 12, Page-in-memory: 57, Process Evicted: -1
[0:02.4] Process: P56, Page Referenced: 0, Page-in-memory: 0
[0:02.4] Process: P19, Page Referenced: 0, Page-in-memory: 0
[0:02.4] Process: P38, Page Referenced: 0, Page-in-memory: 0
[0:02.4] Process: P67, Page Referenced: 1, Page-in-memory: 58, Process Evicted: -1
[0:02.4] Process: P77, Page Referenced: 2, Page-in-memory: 59, Process Evicted: -1
[0:02.4] Process: P81, Enter, Size: 11, Service Duration: 5
Memory-map: P81P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30P14P30P55P56P89P27P55P14P89P27P55P56P27P27P30P55P14P27P55P56P55P89P27P55P56P30P55P19P38P89P55P56P19P38P67P27P55P67P77........................................
[0:02.5] Process: P14, Page Referenced: 19, Page-in-memory: 60, Process Evicted: -1
[0:02.5] Process: P89, Page Referenced: 2, Page-in-memory: 25
[0:02.5] Process: P27, Page Referenced: 0, Page-in-memory: 0
[0:02.5] Process: P30, Page Referenced: 3, Page-in-memory: 61, Process Evicted: -1
[0:02.5] Process: P55, Page Referenced: 12, Page-in-memory: 57
[0:02.5] Process: P56, Page Referenced: 3, Page-in-memory: 62, Process Evicted: -1
[0:02.5] Process: P19, Page Referenced: 1, Page-in-memory: 63, Process Evicted: -1
[0:02.5] Process: P38, Page Referenced: 4, Page-in-memory: 64, Process Evicted: -1
[0:02.5] Process: P67, Page Referenced: 12, Page-in-memory: 65, Process Evicted: -1
[0:02.5] Process: P77, Page Referenced: 1, Page-in-memory: 66, Process Evicted: -1
[0:02.5] Process: P81, Page Referenced: 0, Page-in-memory: 0
[0:02.5] Process: P94, Enter, Size: 5, Service Duration: 2
Memory-map: P94P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30P14P30P55P56P89P27P55P14P89P27P55P56P27P27P30P55P14P27P55P56P55P89P27P55P56P30P55P19P38P89P55P56P19P38P67P27P55P67P77P14P30P56P19P38P67P77.................................
[0:02.6] Process: P14, Page Referenced: 30, Page-in-memory: 9
[0:02.6] Process: P89, Page Referenced: 0, Page-in-memory: 0
[0:02.6] Process: P27, Page Referenced: 0, Page-in-memory: 0
[0:02.6] Process: P30, Page Referenced: 2, Page-in-memory: 18
[0:02.6] Process: P55, Page Referenced: 11, Page-in-memory: 67, Process Evicted: -1
[0:02.6] Process: P56, Page Referenced: 2, Page-in-memory: 68, Process Evicted: -1
[0:02.6] Process: P19, Page Referenced: 0, Page-in-memory: 0
[0:02.6] Process: P38, Page Referenced: 4, Page-in-memory: 64
[0:02.6] Process: P67, Page Referenced: 12, Page-in-memory: 65
[0:02.6] Process: P77, Page Referenced: 1, Page-in-memory: 66
[0:02.6] Process: P81, Page Referenced: 10, Page-in-memory: 69, Process Evicted: -1
[0:02.6] Process: P94, Page Referenced: 1, Page-in-memory: 70, Process Evicted: -1
[0:02.6] Process: P112, Enter, Size: 31, Service Duration: 4
Memory-map: P112P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30P14P30P55P56P89P27P55P14P89P27P55P56P27P27P30P55P14P27P55P56P55P89P27P55P56P30P55P19P38P89P55P56P19P38P67P27P55P67P77P14P30P56P19P38P67P77P55P56P81P94.............................
[0:02.7] Process: P14, Page Referenced: 31, Page-in-memory: 71, Process Evicted: -1
[0:02.7] Process: P89, Page Referenced: 16, Page-in-memory: 3
[0:02.7] Process: P27, Page Referenced: 1, Page-in-memory: 72, Process Evicted: -1
[0:02.7] Process: P30, Page Referenced: 2, Page-in-memory: 18
[0:02.7] Process: P55, Page Referenced: 12, Page-in-memory: 57
[0:02.7] Process: P56, Page Referenced: 2, Page-in-memory: 68
[0:02.7] Process: P19, Page Referenced: 0, Page-in-memory: 0
[0:02.7] Process: P38, Page Referenced: 5, Page-in-memory: 73, Process Evicted: -1
[0:02.7] Process: P67, Page Referenced: 13, Page-in-memory: 74, Process Evicted: -1
[0:02.7] Process: P77, Page Referenced: 1, Page-in-memory: 66
[0:02.7] Process: P81, Page Referenced: 11, Page-in-memory: 75, Process Evicted: -1
[0:02.7] Process: P94, Page Referenced: 4, Page-in-memory: 76, Process Evicted: -1
[0:02.7] Process: P112, Page Referenced: 0, Page-in-memory: 0
[0:02.7] Process: P127, Enter, Size: 11, Service Duration: 3
Memory-map: P127P14P88P89P14P88P89P88P89P14P89P14P89P14P14P88P89P89P30P27P30P14P30P55P56P89P27P55P14P89P27P55P56P27P27P30P55P14P27P55P56P55P89P27P55P56P30P55P19P38P89P55P56P19P38P67P27P55P67P77P14P30P56P19P38P67P77P55P56P81P94P14P27P38P67P81P94.......................
[0:02.8] Process: P14, Page Referenced: 31, Page-in-memory: 71
[0:02.8] Process: P89, Page Referenced: 16, Page-in-memory: 3
[0:02.8] Process: P27, Page Referenced: 1, Page-in-memory: 72
[0:02.8] Process: P30, Page Referenced: 3, Page-in-memory: 61
[0:02.8] Process: P55, Page Referenced: 11, Page-in-memory: 67
[0:02.8] Process: P56, Page Referenced: 1, Page-in-memory: 77, Process Evicted: -1
[0:02.8] Process: P19, Page Referenced: 0, Page-in-memory: 0
[0:02.8] Process: P38, Page Referenced: 2, Page-in-memory: 54
[0:02.8] Process: P67, Page Referenced: 13, Page-in-memory: 74
[0:02.8] Process: P77, Page Referenced: 6, Page-in-memory: 78, Process Evicted: -1
[0:02.8] Process: P81, Page Referenced: 10, Page-in-memory: 69
[0:02.8] Process: P94, Page Referenced: 5, Page-in-memory: 79, Process Evicted: -1
[0:02.8] Process: P112, Page Referenced: 1, Page-in-memory: 80, Process Evicted: -1
[0:02.8] Process: P127, Page Referenced: 6, Page-in-memory: 81, Process Evicted: -1
[0:02.9] Process: P14, Page Referenced: 32, Page-in-memory: 82, Process Evicted: -1
[0:02.9] Process: P89, Page Referenced: 15, Page-in-memory: 6
[0:02.9] Process: P27, Page Referenced: 0, Page-in-memory: 0
